,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
78073,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,3.0
78079,2.0,4.0,4.0,4.0,1698.0,4.0,1.0,2.0,3.0
78080,2.0,4.0,2.0,4.0,666.0,4.0,1.0,2.0,1.0
78081,2.0,2.0,2.0,4.0,750.0,2.0,1.0,2.0,3.0
78082,2.0,4.0,4.0,4.0,683.0,4.0,1.0,2.0,3.0
78083,2.0,4.0,4.0,4.0,344.0,4.0,1.0,2.0,3.0
78084,2.0,4.0,4.0,4.0,1566.0,4.0,1.0,2.0,3.0
78085,2.0,4.0,2.0,4.0,605.0,4.0,1.0,2.0,3.0
78087,2.0,4.0,2.0,4.0,420.0,4.0,1.0,2.0,1.0
78094,2.0,4.0,4.0,4.0,725.0,4.0,1.0,2.0,3.0
78095,2.0,4.0,4.0,4.0,522.0,4.0,1.0,2.0,3.0
78099,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
78101,2.0,4.0,4.0,4.0,847.0,4.0,1.0,2.0,3.0
78102,2.0,4.0,4.0,4.0,300.0,2.0,1.0,2.0,3.0
78104,2.0,4.0,4.0,4.0,469.0,4.0,1.0,2.0,3.0
78106,2.0,4.0,4.0,4.0,902.0,4.0,1.0,4.0,3.0
78117,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0
78118,2.0,4.0,2.0,4.0,850.0,4.0,1.0,2.0,1.0
78119,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
78121,2.0,4.0,2.0,4.0,270.0,4.0,1.0,2.0,1.0
78124,2.0,4.0,4.0,4.0,772.0,4.0,1.0,2.0,1.0
78130,2.0,4.0,4.0,4.0,733.0,4.0,1.0,2.0,1.0
78132,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,1.0
78134,4.0,4.0,2.0,4.0,237.0,4.0,1.0,2.0,1.0
78139,2.0,4.0,4.0,4.0,459.0,4.0,1.0,2.0,1.0
78141,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
78148,4.0,4.0,2.0,4.0,675.0,4.0,3.0,2.0,1.0
78149,2.0,4.0,2.0,4.0,892.0,4.0,1.0,2.0,1.0
78152,2.0,4.0,4.0,4.0,1700.0,4.0,1.0,2.0,1.0
78155,2.0,4.0,2.0,4.0,875.0,4.0,1.0,2.0,1.0
78156,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,1.0
78157,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
78159,2.0,4.0,2.0,4.0,794.0,4.0,1.0,2.0,1.0
78162,2.0,4.0,2.0,4.0,1078.0,4.0,1.0,2.0,1.0
78163,2.0,4.0,4.0,4.0,1083.0,4.0,1.0,2.0,1.0
78165,2.0,4.0,2.0,4.0,190.0,4.0,1.0,2.0,3.0
78167,2.0,4.0,2.0,4.0,1489.0,4.0,1.0,2.0,1.0
78168,2.0,4.0,4.0,4.0,933.0,4.0,1.0,2.0,3.0
78171,2.0,4.0,4.0,4.0,480.0,4.0,1.0,2.0,1.0
78172,2.0,4.0,2.0,4.0,692.0,4.0,1.0,2.0,1.0
78175,4.0,4.0,2.0,4.0,161.0,4.0,3.0,2.0,1.0
78182,2.0,4.0,2.0,4.0,1128.0,4.0,1.0,2.0,1.0
78186,2.0,4.0,2.0,4.0,1326.0,4.0,1.0,2.0,1.0
78187,2.0,4.0,2.0,4.0,1675.0,4.0,1.0,2.0,1.0
78188,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,1.0
78189,2.0,4.0,4.0,4.0,326.0,4.0,1.0,2.0,1.0
78190,2.0,4.0,4.0,4.0,444.0,4.0,1.0,2.0,3.0
78193,2.0,4.0,2.0,4.0,732.0,4.0,1.0,2.0,1.0
78194,2.0,4.0,2.0,4.0,907.0,4.0,1.0,2.0,1.0
78197,2.0,4.0,4.0,4.0,366.0,4.0,1.0,2.0,1.0
78199,2.0,4.0,4.0,4.0,1050.0,4.0,1.0,2.0,1.0
78209,2.0,4.0,4.0,4.0,1318.0,4.0,1.0,2.0,3.0
78211,2.0,4.0,4.0,4.0,360.0,4.0,1.0,2.0,1.0
78212,2.0,4.0,4.0,4.0,986.0,4.0,1.0,2.0,3.0
78213,4.0,4.0,2.0,4.0,665.0,4.0,3.0,2.0,3.0
78223,2.0,4.0,4.0,4.0,669.0,4.0,1.0,2.0,3.0
78225,2.0,4.0,2.0,4.0,839.0,4.0,1.0,2.0,1.0
78232,2.0,4.0,4.0,4.0,2651.0,4.0,1.0,2.0,3.0
78239,4.0,4.0,2.0,4.0,1009.0,4.0,1.0,2.0,3.0
78259,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
78273,4.0,4.0,2.0,4.0,1400.0,4.0,3.0,2.0,1.0
78276,2.0,4.0,4.0,4.0,2159.0,2.0,1.0,2.0,3.0
78277,4.0,4.0,2.0,4.0,487.0,4.0,3.0,2.0,3.0
78279,2.0,4.0,4.0,4.0,831.0,4.0,1.0,2.0,3.0
78282,2.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0
78283,2.0,4.0,4.0,4.0,999999999999.0,2.0,1.0,2.0,3.0
78289,2.0,2.0,2.0,4.0,3492.0,2.0,1.0,2.0,1.0
78291,2.0,4.0,4.0,4.0,339.0,4.0,1.0,2.0,3.0
78292,2.0,4.0,4.0,4.0,309.0,4.0,1.0,2.0,1.0
78295,2.0,4.0,4.0,4.0,1042.0,4.0,1.0,2.0,3.0
78298,4.0,4.0,2.0,4.0,1658.0,4.0,3.0,2.0,3.0
78302,2.0,4.0,4.0,4.0,1992.0,4.0,1.0,2.0,3.0
78304,2.0,4.0,4.0,4.0,1356.0,4.0,1.0,2.0,3.0
78306,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,3.0
78307,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
78309,2.0,4.0,4.0,4.0,4000.0,4.0,1.0,2.0,3.0
78311,2.0,4.0,4.0,4.0,3017.0,4.0,1.0,2.0,3.0
78313,2.0,4.0,4.0,4.0,5200.0,4.0,1.0,4.0,1.0
78315,2.0,4.0,4.0,4.0,1892.0,4.0,1.0,2.0,1.0
78319,2.0,4.0,4.0,4.0,66.0,4.0,1.0,2.0,3.0
78323,2.0,4.0,2.0,4.0,975.0,4.0,1.0,2.0,1.0
78325,2.0,4.0,4.0,4.0,833.0,4.0,1.0,2.0,3.0
78326,2.0,4.0,4.0,4.0,1169.0,4.0,1.0,2.0,3.0
78329,2.0,4.0,2.0,4.0,155.0,4.0,1.0,2.0,3.0
78330,2.0,4.0,4.0,4.0,277.0,4.0,1.0,2.0,1.0
78340,2.0,4.0,4.0,4.0,300.0,4.0,1.0,2.0,3.0
78341,2.0,4.0,4.0,4.0,507.0,4.0,1.0,2.0,1.0
78350,2.0,4.0,2.0,4.0,528.0,4.0,1.0,2.0,3.0
78354,2.0,4.0,2.0,4.0,656.0,2.0,1.0,2.0,1.0
78375,2.0,4.0,4.0,4.0,286.0,4.0,1.0,2.0,3.0
78381,2.0,4.0,2.0,2.0,2385.0,4.0,1.0,2.0,1.0
78382,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
78384,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,1.0
78393,2.0,4.0,2.0,4.0,631.0,4.0,1.0,2.0,1.0
78394,2.0,4.0,2.0,4.0,626.0,4.0,1.0,2.0,3.0
78401,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,1.0
78402,2.0,4.0,2.0,4.0,1233.0,4.0,1.0,2.0,1.0
78405,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
78409,2.0,4.0,4.0,4.0,175.0,4.0,1.0,2.0,3.0
78411,2.0,4.0,4.0,4.0,1095.0,4.0,1.0,2.0,1.0
78444,2.0,4.0,2.0,4.0,5225.0,4.0,1.0,2.0,1.0
78448,2.0,4.0,2.0,4.0,870.0,4.0,1.0,2.0,3.0
78454,2.0,2.0,2.0,4.0,866.0,2.0,1.0,2.0,1.0
78455,2.0,4.0,2.0,4.0,1209.0,4.0,1.0,2.0,3.0
78457,2.0,4.0,2.0,4.0,935.0,4.0,1.0,2.0,3.0
78458,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
78459,2.0,4.0,4.0,4.0,900.0,4.0,1.0,2.0,1.0
78460,2.0,2.0,2.0,4.0,750.0,2.0,1.0,2.0,1.0
78463,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
78465,2.0,4.0,4.0,4.0,1017.0,4.0,1.0,2.0,3.0
78466,2.0,4.0,4.0,4.0,2300.0,4.0,1.0,2.0,1.0
78467,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
78468,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,3.0
78483,2.0,4.0,4.0,4.0,5500.0,4.0,1.0,4.0,1.0
78494,2.0,4.0,4.0,4.0,4000.0,4.0,1.0,2.0,1.0
78498,2.0,4.0,4.0,4.0,3500.0,4.0,1.0,2.0,3.0
78506,2.0,4.0,2.0,4.0,3333.0,4.0,1.0,2.0,1.0
78510,2.0,4.0,2.0,4.0,2475.0,4.0,1.0,2.0,1.0
78517,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,3.0
78520,2.0,4.0,2.0,4.0,725.0,4.0,1.0,2.0,3.0
78521,2.0,4.0,2.0,4.0,1025.0,4.0,1.0,2.0,3.0
78522,2.0,2.0,4.0,4.0,598.0,2.0,1.0,2.0,3.0
78524,2.0,4.0,2.0,4.0,766.0,4.0,1.0,2.0,3.0
78526,4.0,4.0,2.0,4.0,304.0,4.0,3.0,2.0,3.0
78527,4.0,4.0,2.0,4.0,193.0,4.0,3.0,2.0,3.0
78528,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
78530,2.0,4.0,4.0,4.0,875.0,4.0,1.0,2.0,3.0
78531,2.0,4.0,2.0,4.0,1750.0,4.0,1.0,2.0,1.0
78532,4.0,4.0,2.0,4.0,1135.0,2.0,3.0,2.0,3.0
78538,2.0,4.0,2.0,4.0,750.0,2.0,1.0,2.0,3.0
78539,2.0,4.0,4.0,4.0,371.0,4.0,1.0,2.0,3.0
78540,4.0,4.0,2.0,4.0,539.0,4.0,1.0,2.0,3.0
78541,2.0,4.0,4.0,4.0,900.0,4.0,1.0,2.0,3.0
78544,2.0,4.0,2.0,4.0,662.0,4.0,1.0,2.0,3.0
78547,4.0,4.0,2.0,4.0,525.0,4.0,3.0,2.0,1.0
78550,4.0,4.0,2.0,4.0,0.0,4.0,3.0,2.0,3.0
78552,2.0,4.0,4.0,4.0,269.0,4.0,1.0,2.0,3.0
78554,2.0,2.0,2.0,4.0,250.0,2.0,1.0,2.0,1.0
78557,2.0,2.0,2.0,4.0,1050.0,2.0,1.0,2.0,1.0
78559,4.0,4.0,2.0,4.0,350.0,4.0,3.0,2.0,1.0
78560,4.0,4.0,2.0,4.0,597.0,4.0,1.0,2.0,3.0
78562,2.0,4.0,4.0,4.0,3888.0,2.0,1.0,2.0,1.0
78565,2.0,2.0,4.0,4.0,875.0,2.0,1.0,2.0,1.0
78566,2.0,4.0,4.0,4.0,771.0,4.0,1.0,2.0,3.0
78568,2.0,4.0,4.0,4.0,2565.0,4.0,1.0,2.0,1.0
78569,2.0,4.0,4.0,4.0,1350.0,4.0,1.0,2.0,1.0
78571,2.0,4.0,4.0,4.0,1300.0,4.0,1.0,2.0,3.0
78573,2.0,4.0,4.0,4.0,1450.0,4.0,1.0,2.0,3.0
78575,2.0,4.0,4.0,4.0,583.0,4.0,1.0,2.0,3.0
78578,2.0,4.0,4.0,4.0,1121.0,4.0,1.0,2.0,3.0
78580,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
78582,2.0,4.0,4.0,4.0,792.0,4.0,1.0,2.0,3.0
78596,2.0,4.0,4.0,4.0,400.0,4.0,1.0,2.0,3.0
78600,2.0,4.0,4.0,4.0,1260.0,4.0,1.0,2.0,1.0
78601,2.0,4.0,4.0,4.0,1250.0,4.0,1.0,2.0,1.0
78602,2.0,4.0,4.0,4.0,1666.0,4.0,1.0,2.0,1.0
78605,2.0,4.0,2.0,4.0,4150.0,4.0,1.0,2.0,1.0
78609,2.0,4.0,2.0,4.0,1908.0,4.0,1.0,2.0,1.0
78611,2.0,4.0,2.0,4.0,226.0,4.0,1.0,2.0,1.0
78614,2.0,4.0,2.0,4.0,625.0,4.0,1.0,2.0,1.0
78618,2.0,4.0,2.0,4.0,533.0,4.0,1.0,2.0,1.0
78621,2.0,2.0,2.0,4.0,1550.0,2.0,1.0,2.0,1.0
78622,2.0,4.0,2.0,4.0,2200.0,4.0,1.0,2.0,1.0
78625,2.0,4.0,4.0,4.0,702.0,4.0,1.0,2.0,3.0
78627,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
78628,2.0,4.0,4.0,4.0,524.0,4.0,1.0,2.0,3.0
78629,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
78631,4.0,2.0,4.0,4.0,1333.0,2.0,3.0,2.0,1.0
78632,2.0,4.0,4.0,4.0,933.0,4.0,1.0,2.0,3.0
78633,4.0,4.0,2.0,4.0,700.0,4.0,1.0,2.0,3.0
78634,2.0,4.0,4.0,4.0,824.0,4.0,1.0,2.0,3.0
78636,2.0,4.0,2.0,4.0,876.0,4.0,1.0,2.0,1.0
78637,2.0,2.0,2.0,4.0,1666.0,2.0,1.0,2.0,1.0
78638,2.0,2.0,2.0,2.0,6000.0,2.0,1.0,2.0,1.0
78639,2.0,4.0,4.0,4.0,530.0,4.0,1.0,2.0,3.0
78640,2.0,4.0,2.0,4.0,852.0,4.0,1.0,2.0,3.0
78641,2.0,2.0,2.0,4.0,1166.0,2.0,1.0,2.0,1.0
78642,2.0,4.0,4.0,4.0,1259.0,4.0,1.0,2.0,3.0
78643,2.0,4.0,2.0,2.0,1800.0,4.0,1.0,2.0,1.0
78645,2.0,4.0,4.0,4.0,870.0,4.0,1.0,2.0,1.0
78649,2.0,4.0,4.0,4.0,3100.0,4.0,1.0,2.0,3.0
78650,2.0,4.0,2.0,2.0,1948.0,4.0,1.0,2.0,1.0
78651,2.0,4.0,4.0,4.0,576.0,4.0,1.0,2.0,3.0
78652,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0
78655,2.0,4.0,4.0,4.0,659.0,4.0,1.0,2.0,3.0
78669,2.0,2.0,2.0,4.0,916.0,2.0,1.0,2.0,1.0
78671,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
78673,2.0,4.0,2.0,4.0,465.0,4.0,1.0,2.0,3.0
78674,2.0,4.0,2.0,4.0,1144.0,4.0,1.0,2.0,3.0
78675,2.0,4.0,2.0,4.0,850.0,2.0,1.0,2.0,3.0
78678,4.0,4.0,2.0,4.0,999999999999.0,4.0,3.0,2.0,1.0
78679,2.0,4.0,4.0,4.0,623.0,4.0,1.0,2.0,1.0
78681,2.0,4.0,4.0,4.0,825.0,4.0,1.0,2.0,3.0
78682,2.0,4.0,4.0,4.0,735.0,4.0,1.0,2.0,3.0
78683,2.0,4.0,2.0,4.0,224.0,4.0,1.0,2.0,3.0
78699,2.0,4.0,2.0,4.0,156.0,4.0,1.0,2.0,3.0
78702,2.0,4.0,4.0,4.0,154.0,4.0,1.0,2.0,3.0
78711,4.0,4.0,2.0,4.0,319.0,4.0,3.0,2.0,3.0
78717,2.0,2.0,2.0,4.0,2589.0,2.0,1.0,2.0,1.0
78718,2.0,4.0,4.0,4.0,716.0,4.0,1.0,2.0,3.0
78721,2.0,4.0,2.0,4.0,1940.0,4.0,1.0,2.0,1.0
78722,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,3.0
78723,2.0,4.0,2.0,4.0,4226.0,4.0,1.0,2.0,3.0
78724,2.0,2.0,2.0,4.0,1400.0,2.0,1.0,2.0,1.0
78725,2.0,2.0,4.0,4.0,1350.0,2.0,1.0,2.0,3.0
78726,2.0,4.0,4.0,4.0,2833.0,4.0,1.0,2.0,3.0
78731,2.0,4.0,4.0,4.0,1475.0,4.0,1.0,2.0,3.0
78732,4.0,4.0,2.0,4.0,737.0,4.0,1.0,2.0,3.0
78736,2.0,4.0,4.0,4.0,600.0,4.0,1.0,2.0,1.0
78737,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
78738,2.0,4.0,4.0,4.0,644.0,4.0,1.0,2.0,1.0
78749,4.0,4.0,2.0,4.0,759.0,4.0,3.0,2.0,3.0
78751,2.0,2.0,2.0,4.0,641.0,2.0,1.0,2.0,3.0
78753,2.0,4.0,4.0,4.0,733.0,4.0,1.0,2.0,3.0
78765,2.0,4.0,4.0,4.0,700.0,4.0,1.0,2.0,3.0
78766,2.0,2.0,2.0,4.0,672.0,2.0,1.0,2.0,1.0
78767,2.0,4.0,2.0,4.0,301.0,4.0,1.0,2.0,3.0
78768,2.0,4.0,4.0,4.0,854.0,4.0,1.0,2.0,1.0
78775,2.0,4.0,4.0,4.0,750.0,4.0,1.0,2.0,3.0
78778,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0
78782,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,3.0
78790,2.0,4.0,4.0,4.0,1033.0,4.0,1.0,2.0,3.0
78793,2.0,4.0,4.0,4.0,612.0,4.0,1.0,2.0,3.0
78795,2.0,4.0,4.0,4.0,1233.0,4.0,1.0,2.0,3.0
78796,2.0,4.0,4.0,4.0,1350.0,4.0,1.0,2.0,1.0
78798,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
78799,2.0,4.0,4.0,4.0,2742.0,4.0,1.0,2.0,3.0
78805,4.0,4.0,2.0,4.0,259.0,4.0,3.0,2.0,3.0
78806,4.0,4.0,2.0,4.0,6000.0,4.0,3.0,2.0,3.0
78807,4.0,4.0,2.0,4.0,900.0,4.0,3.0,2.0,3.0
78808,2.0,4.0,4.0,4.0,11808.0,4.0,1.0,2.0,1.0
78809,2.0,4.0,2.0,4.0,868.0,4.0,1.0,2.0,3.0
78811,4.0,4.0,2.0,4.0,482.0,4.0,3.0,2.0,3.0
78812,4.0,4.0,2.0,4.0,346.0,4.0,3.0,2.0,3.0
78816,2.0,4.0,4.0,4.0,615.0,4.0,1.0,2.0,3.0
78817,2.0,4.0,4.0,4.0,1120.0,2.0,1.0,2.0,1.0
78818,2.0,4.0,2.0,4.0,246.0,4.0,1.0,2.0,3.0
78826,2.0,4.0,4.0,4.0,1225.0,4.0,1.0,2.0,3.0
78828,2.0,4.0,4.0,4.0,1850.0,4.0,1.0,2.0,3.0
78831,2.0,4.0,4.0,4.0,720.0,4.0,1.0,2.0,1.0
78834,2.0,2.0,4.0,4.0,733.0,2.0,1.0,2.0,3.0
78838,2.0,4.0,4.0,4.0,333.0,4.0,1.0,2.0,3.0
78862,2.0,4.0,4.0,4.0,666.0,4.0,1.0,2.0,3.0
78875,2.0,4.0,4.0,4.0,190.0,4.0,1.0,2.0,3.0
78888,2.0,4.0,4.0,4.0,833.0,4.0,1.0,2.0,1.0
78889,2.0,4.0,4.0,4.0,785.0,4.0,1.0,2.0,3.0
78890,2.0,4.0,4.0,4.0,469.0,4.0,1.0,2.0,1.0
78895,2.0,2.0,4.0,4.0,904.0,2.0,1.0,4.0,1.0
78924,2.0,4.0,4.0,4.0,1089.0,4.0,1.0,2.0,3.0
78930,2.0,2.0,2.0,4.0,1333.0,2.0,1.0,2.0,1.0
78935,2.0,4.0,2.0,4.0,1292.0,4.0,1.0,2.0,1.0
78937,2.0,4.0,4.0,4.0,450.0,4.0,1.0,2.0,3.0
78940,2.0,4.0,4.0,4.0,1125.0,4.0,1.0,2.0,3.0
78942,2.0,4.0,4.0,4.0,1500.0,4.0,1.0,2.0,1.0
78943,2.0,4.0,4.0,4.0,729.0,4.0,1.0,2.0,1.0
78945,2.0,4.0,4.0,4.0,150.0,4.0,1.0,2.0,3.0
78948,2.0,4.0,2.0,4.0,1366.0,2.0,1.0,2.0,1.0
78949,2.0,2.0,2.0,2.0,2210.0,2.0,1.0,2.0,1.0
78951,2.0,2.0,2.0,4.0,400.0,2.0,1.0,2.0,1.0
78956,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
78960,2.0,4.0,2.0,4.0,226.0,4.0,1.0,2.0,3.0
78966,2.0,2.0,2.0,4.0,2475.0,2.0,1.0,2.0,1.0
78988,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,3.0
78999,2.0,4.0,4.0,4.0,1400.0,4.0,1.0,2.0,1.0
79007,2.0,4.0,4.0,4.0,526.0,4.0,1.0,2.0,3.0
79044,2.0,4.0,2.0,4.0,850.0,4.0,1.0,2.0,3.0
79048,2.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,3.0
79050,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,3.0
79052,2.0,4.0,4.0,4.0,1433.0,4.0,1.0,2.0,3.0
79059,2.0,4.0,4.0,4.0,2375.0,4.0,1.0,2.0,3.0
79060,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,3.0
79065,2.0,4.0,4.0,4.0,733.0,4.0,1.0,2.0,3.0
79066,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
79067,2.0,4.0,4.0,4.0,718.0,4.0,1.0,2.0,3.0
79075,2.0,4.0,4.0,4.0,1333.0,4.0,1.0,2.0,1.0
79077,2.0,4.0,2.0,4.0,2830.0,4.0,1.0,2.0,3.0
79078,2.0,4.0,4.0,4.0,753.0,4.0,1.0,2.0,3.0
79080,2.0,2.0,2.0,2.0,2000.0,2.0,1.0,2.0,1.0
79081,2.0,4.0,2.0,4.0,1035.0,4.0,1.0,2.0,3.0
79082,2.0,4.0,2.0,4.0,20150.0,4.0,1.0,2.0,1.0
79084,2.0,4.0,2.0,4.0,1210.0,4.0,1.0,2.0,3.0
79086,2.0,4.0,2.0,4.0,1433.0,4.0,1.0,2.0,3.0
79087,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
79090,4.0,4.0,2.0,4.0,533.0,4.0,3.0,2.0,3.0
79091,2.0,4.0,4.0,4.0,283.0,4.0,1.0,2.0,3.0
79097,4.0,4.0,2.0,4.0,250.0,4.0,1.0,2.0,1.0
79098,2.0,4.0,4.0,4.0,1039.0,4.0,1.0,2.0,3.0
79102,2.0,4.0,2.0,4.0,835.0,4.0,1.0,2.0,3.0
79103,2.0,4.0,4.0,4.0,989.0,4.0,1.0,2.0,3.0
79109,2.0,4.0,4.0,4.0,2300.0,4.0,1.0,2.0,3.0
79121,4.0,4.0,2.0,4.0,750.0,4.0,3.0,2.0,3.0
79122,2.0,4.0,4.0,4.0,510.0,4.0,1.0,2.0,3.0
79136,2.0,4.0,2.0,4.0,689.0,4.0,1.0,2.0,3.0
79141,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
79143,2.0,2.0,4.0,4.0,1089.0,2.0,1.0,2.0,3.0
79148,4.0,4.0,2.0,4.0,1250.0,2.0,1.0,2.0,3.0
79149,2.0,4.0,4.0,4.0,1089.0,4.0,1.0,2.0,3.0
79151,2.0,4.0,4.0,4.0,489.0,4.0,1.0,2.0,3.0
79153,2.0,4.0,4.0,4.0,300.0,4.0,1.0,2.0,3.0
79156,2.0,4.0,2.0,4.0,650.0,4.0,1.0,2.0,3.0
79157,2.0,4.0,4.0,4.0,750.0,4.0,1.0,2.0,1.0
79159,2.0,4.0,2.0,4.0,1395.0,4.0,1.0,2.0,3.0
79160,2.0,4.0,4.0,4.0,889.0,4.0,1.0,2.0,3.0
79161,2.0,4.0,4.0,4.0,2066.0,4.0,1.0,2.0,3.0
79162,2.0,4.0,4.0,4.0,902.0,4.0,1.0,2.0,3.0
79164,2.0,4.0,2.0,4.0,989.0,4.0,1.0,2.0,3.0
79166,2.0,4.0,2.0,4.0,1205.0,4.0,1.0,2.0,3.0
79167,2.0,4.0,4.0,4.0,678.0,4.0,1.0,2.0,3.0
79179,2.0,4.0,4.0,4.0,702.0,4.0,1.0,2.0,1.0
79185,4.0,4.0,2.0,4.0,891.0,4.0,3.0,2.0,3.0
79188,2.0,4.0,4.0,4.0,1333.0,4.0,1.0,4.0,3.0
79201,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
79207,2.0,4.0,4.0,4.0,1266.0,4.0,1.0,2.0,3.0
79210,2.0,4.0,4.0,4.0,437.0,4.0,1.0,2.0,3.0
79213,2.0,4.0,2.0,4.0,1075.0,4.0,1.0,2.0,3.0
79214,2.0,4.0,4.0,4.0,2400.0,2.0,1.0,2.0,1.0
79216,2.0,4.0,4.0,4.0,687.0,4.0,1.0,2.0,1.0
79217,2.0,4.0,2.0,4.0,2300.0,4.0,1.0,2.0,3.0
79236,2.0,4.0,2.0,4.0,722.0,4.0,1.0,2.0,3.0
79242,2.0,4.0,2.0,4.0,544.0,4.0,1.0,2.0,1.0
79244,2.0,4.0,2.0,4.0,282.0,4.0,1.0,2.0,3.0
79245,2.0,4.0,2.0,4.0,805.0,4.0,1.0,2.0,3.0
79246,2.0,2.0,2.0,4.0,2000.0,2.0,1.0,2.0,1.0
79247,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
79250,2.0,4.0,4.0,4.0,375.0,4.0,1.0,2.0,1.0
79264,2.0,4.0,4.0,4.0,2000.0,2.0,1.0,2.0,3.0
79267,2.0,4.0,4.0,4.0,1050.0,4.0,1.0,2.0,1.0
79269,2.0,4.0,4.0,4.0,1333.0,4.0,1.0,2.0,1.0
79271,2.0,2.0,4.0,4.0,2700.0,2.0,1.0,2.0,1.0
79274,2.0,2.0,4.0,4.0,571.0,2.0,1.0,2.0,1.0
79275,2.0,4.0,4.0,4.0,5000.0,4.0,1.0,2.0,1.0
79277,2.0,4.0,4.0,4.0,1550.0,4.0,1.0,2.0,1.0
79279,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,3.0
79280,2.0,4.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0
79283,2.0,4.0,2.0,4.0,375.0,4.0,1.0,2.0,1.0
79285,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,1.0
79288,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
79290,2.0,4.0,4.0,4.0,5000.0,2.0,1.0,2.0,3.0
79296,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,1.0
79302,2.0,4.0,4.0,4.0,750.0,4.0,1.0,2.0,3.0
79303,2.0,4.0,4.0,4.0,1075.0,4.0,1.0,2.0,1.0
79306,2.0,4.0,4.0,4.0,533.0,4.0,1.0,2.0,3.0
79308,4.0,4.0,2.0,4.0,525.0,4.0,1.0,2.0,3.0
79309,4.0,4.0,2.0,4.0,866.0,4.0,1.0,2.0,3.0
79311,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
79323,2.0,4.0,4.0,4.0,726.0,4.0,1.0,2.0,3.0
79330,2.0,4.0,2.0,4.0,582.0,4.0,1.0,2.0,1.0
79335,2.0,4.0,4.0,4.0,339.0,4.0,1.0,2.0,3.0
79336,2.0,4.0,4.0,4.0,308.0,2.0,1.0,2.0,3.0
79337,2.0,4.0,4.0,4.0,900.0,4.0,1.0,2.0,1.0
79338,2.0,4.0,4.0,4.0,366.0,4.0,1.0,2.0,3.0
