,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
114820,4.0,4.0,2.0,4.0,711.0,4.0,1.0,2.0,3.0
114822,2.0,4.0,2.0,4.0,821.0,4.0,1.0,2.0,3.0
114823,2.0,4.0,2.0,4.0,1490.0,4.0,1.0,2.0,3.0
114826,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,3.0
114828,2.0,4.0,4.0,4.0,1300.0,4.0,1.0,2.0,3.0
114830,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
114831,2.0,4.0,4.0,4.0,750.0,4.0,1.0,2.0,3.0
114832,2.0,4.0,2.0,4.0,310.0,4.0,1.0,2.0,3.0
114834,2.0,4.0,2.0,4.0,494.0,4.0,1.0,2.0,3.0
114850,4.0,4.0,2.0,4.0,662.0,4.0,3.0,2.0,3.0
114851,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,3.0
114855,2.0,4.0,2.0,4.0,66.0,4.0,1.0,2.0,3.0
114857,2.0,4.0,4.0,4.0,1185.0,4.0,1.0,2.0,3.0
114861,4.0,4.0,2.0,4.0,890.0,4.0,3.0,2.0,3.0
114862,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
114865,2.0,4.0,2.0,4.0,1596.0,4.0,1.0,2.0,1.0
114870,2.0,4.0,4.0,4.0,3733.0,4.0,1.0,2.0,3.0
114874,2.0,4.0,2.0,4.0,666.0,4.0,1.0,2.0,3.0
114878,4.0,4.0,2.0,4.0,697.0,4.0,3.0,2.0,3.0
114880,2.0,4.0,2.0,4.0,642.0,4.0,1.0,2.0,3.0
114882,2.0,4.0,2.0,4.0,566.0,4.0,1.0,2.0,1.0
114885,4.0,4.0,2.0,4.0,2957.0,4.0,3.0,2.0,3.0
114888,4.0,4.0,2.0,4.0,150.0,4.0,3.0,2.0,3.0
114889,2.0,4.0,4.0,4.0,1310.0,4.0,1.0,2.0,3.0
114892,4.0,4.0,2.0,4.0,249.0,4.0,1.0,2.0,3.0
114895,4.0,4.0,2.0,4.0,692.0,4.0,1.0,2.0,3.0
114901,4.0,4.0,2.0,4.0,683.0,4.0,3.0,2.0,3.0
114905,4.0,2.0,2.0,4.0,925.0,2.0,3.0,2.0,3.0
114908,2.0,4.0,2.0,4.0,1600.0,4.0,1.0,2.0,1.0
114909,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,1.0
114910,2.0,2.0,2.0,4.0,3980.0,2.0,1.0,2.0,1.0
114912,4.0,4.0,2.0,4.0,450.0,4.0,1.0,2.0,3.0
114913,4.0,2.0,2.0,4.0,1740.0,2.0,3.0,2.0,3.0
114917,2.0,2.0,2.0,2.0,4500.0,2.0,1.0,2.0,3.0
114918,4.0,2.0,2.0,4.0,820.0,2.0,3.0,2.0,3.0
114919,4.0,2.0,2.0,4.0,1425.0,2.0,3.0,2.0,3.0
114922,2.0,4.0,2.0,2.0,7950.0,4.0,1.0,2.0,1.0
114923,2.0,4.0,2.0,4.0,450.0,2.0,1.0,2.0,1.0
114924,2.0,4.0,2.0,4.0,670.0,4.0,1.0,2.0,3.0
114927,2.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0
114928,2.0,4.0,2.0,4.0,1200.0,2.0,1.0,2.0,3.0
114930,4.0,4.0,2.0,4.0,2150.0,4.0,3.0,2.0,1.0
114936,2.0,2.0,2.0,2.0,233.0,2.0,1.0,2.0,1.0
114942,2.0,4.0,2.0,4.0,197.0,4.0,1.0,2.0,3.0
114943,2.0,2.0,2.0,4.0,750.0,2.0,1.0,2.0,3.0
114944,4.0,4.0,2.0,4.0,1933.0,4.0,1.0,2.0,1.0
114947,2.0,2.0,2.0,4.0,1875.0,2.0,1.0,2.0,3.0
114948,2.0,2.0,2.0,4.0,4266.0,2.0,1.0,2.0,1.0
114949,4.0,4.0,2.0,4.0,583.0,4.0,3.0,2.0,3.0
114951,2.0,4.0,2.0,4.0,1300.0,4.0,1.0,2.0,3.0
114953,2.0,4.0,2.0,4.0,762.0,4.0,1.0,2.0,3.0
114955,2.0,2.0,2.0,4.0,225.0,2.0,1.0,2.0,3.0
114958,4.0,4.0,2.0,4.0,985.0,4.0,1.0,2.0,3.0
114959,2.0,4.0,2.0,2.0,1000.0,4.0,1.0,2.0,3.0
114960,2.0,2.0,2.0,4.0,666.0,2.0,1.0,2.0,3.0
114962,2.0,4.0,4.0,4.0,300.0,4.0,1.0,2.0,3.0
114964,2.0,4.0,4.0,4.0,700.0,2.0,1.0,2.0,1.0
114965,2.0,4.0,4.0,4.0,1460.0,4.0,1.0,2.0,3.0
114966,2.0,4.0,2.0,4.0,2766.0,4.0,1.0,2.0,1.0
114967,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,3.0
114969,2.0,2.0,2.0,4.0,3840.0,2.0,1.0,2.0,1.0
114973,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
114983,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,1.0
114985,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,1.0
114986,2.0,4.0,2.0,2.0,2350.0,4.0,1.0,2.0,1.0
114987,2.0,2.0,2.0,2.0,6000.0,2.0,1.0,2.0,3.0
114988,2.0,2.0,2.0,2.0,4766.0,2.0,1.0,2.0,1.0
114989,2.0,4.0,2.0,2.0,1422.0,4.0,1.0,2.0,1.0
114990,4.0,2.0,2.0,4.0,3038.0,2.0,3.0,2.0,3.0
114995,2.0,4.0,2.0,2.0,15000.0,4.0,1.0,2.0,1.0
114996,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,1.0
114997,2.0,4.0,2.0,4.0,1425.0,4.0,1.0,2.0,3.0
114998,2.0,2.0,2.0,2.0,3144.0,2.0,1.0,2.0,1.0
114999,4.0,4.0,2.0,4.0,3333.0,4.0,3.0,2.0,3.0
115000,4.0,2.0,2.0,4.0,7500.0,2.0,3.0,2.0,1.0
115002,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,1.0
115003,2.0,4.0,4.0,4.0,8650.0,4.0,1.0,2.0,3.0
115004,2.0,2.0,2.0,2.0,8000.0,2.0,1.0,2.0,1.0
115005,2.0,4.0,2.0,4.0,102.0,4.0,1.0,2.0,1.0
115007,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
115008,2.0,4.0,2.0,2.0,1900.0,4.0,1.0,2.0,1.0
115009,2.0,2.0,2.0,4.0,8000.0,2.0,1.0,2.0,1.0
115010,2.0,4.0,4.0,2.0,15577.0,4.0,1.0,2.0,1.0
115012,2.0,4.0,2.0,2.0,1500.0,4.0,1.0,2.0,3.0
115013,2.0,4.0,4.0,2.0,1900.0,2.0,1.0,2.0,3.0
115014,2.0,2.0,2.0,2.0,2063.0,2.0,1.0,2.0,1.0
115015,2.0,4.0,2.0,2.0,5000.0,4.0,1.0,2.0,1.0
115016,2.0,2.0,2.0,2.0,10500.0,2.0,1.0,2.0,1.0
115017,2.0,2.0,2.0,2.0,5666.0,2.0,1.0,2.0,1.0
115018,2.0,4.0,4.0,4.0,1156.0,4.0,1.0,2.0,3.0
115019,2.0,4.0,2.0,4.0,23000.0,4.0,1.0,2.0,1.0
115020,2.0,2.0,2.0,2.0,900.0,2.0,1.0,2.0,3.0
115021,2.0,4.0,2.0,4.0,1063.0,4.0,1.0,2.0,3.0
115025,2.0,4.0,2.0,2.0,3125.0,4.0,1.0,2.0,1.0
115027,2.0,4.0,2.0,4.0,630.0,4.0,1.0,2.0,3.0
115029,2.0,4.0,2.0,2.0,1147.0,2.0,1.0,2.0,1.0
115030,2.0,4.0,2.0,4.0,359.0,4.0,1.0,2.0,3.0
115031,2.0,4.0,2.0,4.0,1566.0,4.0,1.0,2.0,3.0
115032,2.0,4.0,4.0,4.0,777.0,4.0,1.0,2.0,3.0
115033,2.0,4.0,2.0,4.0,1826.0,4.0,1.0,2.0,3.0
115034,2.0,4.0,2.0,2.0,2396.0,4.0,1.0,2.0,3.0
115036,4.0,4.0,2.0,4.0,525.0,4.0,3.0,2.0,3.0
115038,2.0,2.0,2.0,2.0,4925.0,2.0,1.0,2.0,3.0
115039,4.0,2.0,2.0,4.0,1470.0,2.0,3.0,2.0,1.0
115040,2.0,4.0,2.0,2.0,2140.0,4.0,1.0,2.0,1.0
115042,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
115043,2.0,4.0,2.0,2.0,9600.0,4.0,1.0,2.0,1.0
115044,2.0,2.0,2.0,4.0,1125.0,2.0,1.0,2.0,1.0
115045,2.0,2.0,2.0,4.0,5650.0,2.0,1.0,2.0,3.0
115046,2.0,2.0,2.0,2.0,4986.0,2.0,1.0,2.0,1.0
115048,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
115049,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
115050,2.0,2.0,2.0,4.0,3000.0,2.0,1.0,2.0,3.0
115051,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
115053,4.0,4.0,2.0,4.0,8000.0,4.0,3.0,2.0,1.0
115057,2.0,2.0,2.0,2.0,999999999999.0,2.0,1.0,2.0,1.0
115059,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,3.0
115060,2.0,4.0,2.0,4.0,1033.0,4.0,1.0,2.0,3.0
115065,2.0,4.0,2.0,4.0,634.0,4.0,1.0,2.0,3.0
115067,2.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,3.0
115070,2.0,4.0,2.0,4.0,1340.0,2.0,1.0,2.0,3.0
115071,2.0,4.0,2.0,4.0,433.0,4.0,1.0,2.0,3.0
115072,2.0,4.0,2.0,4.0,2333.0,4.0,1.0,2.0,3.0
115075,2.0,4.0,2.0,4.0,4600.0,4.0,1.0,2.0,1.0
115076,2.0,4.0,2.0,4.0,865.0,4.0,1.0,2.0,3.0
115077,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,3.0
115078,2.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0
115079,4.0,4.0,2.0,4.0,1770.0,4.0,3.0,2.0,1.0
115080,2.0,4.0,2.0,4.0,1133.0,4.0,1.0,2.0,3.0
115081,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,3.0
115083,2.0,4.0,2.0,4.0,2900.0,2.0,1.0,2.0,1.0
115085,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,3.0
115086,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
115092,2.0,4.0,2.0,4.0,975.0,4.0,1.0,2.0,3.0
115099,2.0,4.0,2.0,4.0,993.0,4.0,1.0,2.0,1.0
115102,2.0,4.0,2.0,4.0,454.0,4.0,1.0,2.0,3.0
115103,2.0,4.0,2.0,4.0,608.0,4.0,1.0,2.0,1.0
115108,4.0,4.0,2.0,4.0,866.0,4.0,3.0,2.0,1.0
115109,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
115110,2.0,4.0,2.0,4.0,2250.0,4.0,1.0,2.0,1.0
115111,2.0,4.0,2.0,4.0,1433.0,4.0,1.0,2.0,1.0
115112,2.0,4.0,2.0,4.0,1933.0,4.0,1.0,2.0,1.0
115113,2.0,4.0,2.0,4.0,1046.0,4.0,1.0,2.0,3.0
115115,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,1.0
115116,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
115118,2.0,4.0,2.0,4.0,3498.0,4.0,1.0,2.0,1.0
115119,2.0,4.0,2.0,4.0,460.0,4.0,1.0,2.0,1.0
115120,2.0,4.0,2.0,4.0,1950.0,4.0,1.0,2.0,3.0
115121,2.0,4.0,2.0,4.0,2389.0,4.0,1.0,2.0,3.0
115122,2.0,4.0,2.0,4.0,2394.0,4.0,1.0,2.0,1.0
115123,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
115125,4.0,4.0,2.0,4.0,1300.0,4.0,3.0,2.0,1.0
115127,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
115129,4.0,4.0,2.0,4.0,36.0,4.0,3.0,2.0,3.0
115131,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,1.0
115138,4.0,4.0,2.0,4.0,387.0,2.0,3.0,2.0,3.0
115142,2.0,2.0,2.0,4.0,394.0,2.0,1.0,2.0,3.0
115143,2.0,4.0,2.0,4.0,0.0,2.0,1.0,2.0,3.0
115144,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
115147,2.0,4.0,2.0,2.0,1350.0,4.0,1.0,2.0,3.0
115148,2.0,4.0,2.0,4.0,1456.0,4.0,1.0,2.0,3.0
115149,2.0,4.0,4.0,2.0,5250.0,4.0,1.0,2.0,3.0
115150,2.0,2.0,2.0,2.0,2333.0,2.0,1.0,2.0,3.0
115153,4.0,2.0,2.0,4.0,999999999999.0,2.0,3.0,2.0,3.0
115160,2.0,4.0,2.0,2.0,7250.0,4.0,1.0,2.0,1.0
115161,2.0,2.0,2.0,4.0,2612.0,2.0,1.0,2.0,1.0
115162,2.0,4.0,2.0,2.0,2400.0,4.0,1.0,2.0,1.0
115163,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
115164,2.0,4.0,2.0,2.0,2750.0,4.0,1.0,2.0,1.0
115165,2.0,4.0,2.0,4.0,875.0,4.0,1.0,2.0,3.0
115168,2.0,2.0,2.0,2.0,5993.0,2.0,1.0,2.0,1.0
115169,2.0,4.0,4.0,4.0,2800.0,4.0,1.0,2.0,1.0
115174,2.0,4.0,2.0,2.0,4600.0,4.0,1.0,2.0,1.0
115175,2.0,2.0,2.0,2.0,999999999999.0,2.0,1.0,2.0,3.0
115176,2.0,4.0,2.0,4.0,1675.0,4.0,1.0,2.0,1.0
115177,2.0,2.0,2.0,4.0,1150.0,2.0,1.0,2.0,1.0
115179,2.0,2.0,2.0,4.0,687.0,2.0,1.0,2.0,1.0
115180,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
115181,2.0,2.0,2.0,4.0,980.0,2.0,1.0,2.0,3.0
115182,2.0,2.0,2.0,4.0,2000.0,2.0,1.0,2.0,3.0
115183,2.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0
115184,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
115185,2.0,2.0,2.0,2.0,1000.0,2.0,1.0,2.0,3.0
115186,2.0,2.0,2.0,4.0,340.0,2.0,1.0,2.0,3.0
115187,2.0,2.0,2.0,4.0,200.0,2.0,1.0,2.0,3.0
115192,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
115193,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0
115194,2.0,4.0,2.0,4.0,900.0,4.0,1.0,2.0,3.0
115201,2.0,4.0,2.0,4.0,966.0,4.0,1.0,2.0,1.0
115202,2.0,2.0,2.0,2.0,1800.0,2.0,1.0,2.0,3.0
115203,2.0,4.0,2.0,4.0,2038.0,4.0,1.0,2.0,1.0
115204,2.0,2.0,2.0,4.0,200.0,2.0,1.0,2.0,1.0
115205,2.0,2.0,2.0,4.0,3682.0,2.0,1.0,2.0,3.0
115206,2.0,4.0,2.0,4.0,630.0,4.0,1.0,2.0,1.0
115209,2.0,2.0,2.0,4.0,2000.0,2.0,1.0,2.0,3.0
115211,2.0,4.0,2.0,4.0,2894.0,4.0,1.0,2.0,3.0
115212,2.0,2.0,2.0,4.0,5500.0,2.0,1.0,2.0,1.0
115213,2.0,4.0,2.0,4.0,2800.0,4.0,1.0,2.0,3.0
115214,2.0,4.0,2.0,4.0,1700.0,4.0,1.0,2.0,1.0
115215,2.0,4.0,2.0,4.0,2364.0,4.0,1.0,2.0,3.0
115217,2.0,4.0,4.0,4.0,1056.0,4.0,1.0,2.0,3.0
115218,2.0,2.0,2.0,4.0,892.0,2.0,1.0,2.0,3.0
115219,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
115220,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,3.0
115221,2.0,4.0,4.0,4.0,1333.0,4.0,1.0,2.0,1.0
115222,2.0,4.0,2.0,4.0,1494.0,4.0,1.0,2.0,3.0
115225,4.0,4.0,2.0,4.0,3000.0,4.0,3.0,2.0,3.0
115228,2.0,4.0,2.0,4.0,1375.0,4.0,1.0,2.0,3.0
115230,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,3.0
115232,2.0,2.0,2.0,4.0,1225.0,2.0,1.0,2.0,3.0
115234,2.0,4.0,2.0,4.0,2562.0,4.0,1.0,2.0,1.0
115235,2.0,4.0,2.0,4.0,797.0,4.0,1.0,2.0,3.0
115236,2.0,2.0,2.0,2.0,1833.0,2.0,1.0,2.0,1.0
115237,2.0,4.0,2.0,4.0,2596.0,4.0,1.0,2.0,1.0
115239,2.0,4.0,2.0,4.0,963.0,4.0,1.0,2.0,1.0
115241,2.0,4.0,2.0,4.0,2550.0,4.0,1.0,2.0,1.0
115243,2.0,2.0,2.0,2.0,1833.0,2.0,1.0,2.0,1.0
115244,2.0,4.0,2.0,4.0,315.0,4.0,1.0,2.0,3.0
115246,2.0,4.0,4.0,4.0,1570.0,4.0,1.0,2.0,3.0
115247,4.0,2.0,2.0,2.0,953.0,2.0,3.0,2.0,1.0
115249,2.0,2.0,2.0,2.0,2894.0,2.0,1.0,2.0,3.0
115251,2.0,2.0,2.0,4.0,2166.0,2.0,1.0,2.0,1.0
115255,2.0,4.0,2.0,4.0,1462.0,4.0,1.0,2.0,1.0
115257,2.0,4.0,2.0,2.0,1850.0,4.0,1.0,2.0,1.0
115258,2.0,4.0,2.0,4.0,2050.0,4.0,1.0,2.0,1.0
115260,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
115261,2.0,4.0,2.0,4.0,2666.0,4.0,1.0,2.0,3.0
115262,2.0,4.0,2.0,4.0,4250.0,4.0,1.0,2.0,1.0
115264,2.0,4.0,2.0,4.0,550.0,4.0,1.0,2.0,1.0
115265,2.0,4.0,2.0,4.0,1300.0,4.0,1.0,2.0,1.0
115270,2.0,4.0,4.0,4.0,1250.0,4.0,1.0,2.0,1.0
115271,2.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,1.0
115272,2.0,4.0,4.0,4.0,1662.0,4.0,1.0,4.0,3.0
115273,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
115277,2.0,2.0,2.0,2.0,10500.0,2.0,1.0,2.0,1.0
115281,2.0,2.0,2.0,4.0,2183.0,2.0,1.0,2.0,1.0
115296,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
115312,2.0,4.0,2.0,4.0,2100.0,4.0,1.0,2.0,3.0
115319,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,3.0
115320,4.0,4.0,2.0,4.0,872.0,4.0,3.0,2.0,3.0
115321,2.0,4.0,2.0,2.0,1833.0,4.0,1.0,2.0,1.0
115323,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,3.0
115324,2.0,4.0,4.0,4.0,262.0,4.0,1.0,2.0,3.0
115325,4.0,4.0,2.0,4.0,1538.0,4.0,3.0,2.0,3.0
115326,4.0,4.0,2.0,4.0,750.0,4.0,3.0,2.0,3.0
115327,4.0,4.0,2.0,4.0,1400.0,4.0,3.0,2.0,3.0
115328,2.0,4.0,2.0,4.0,632.0,4.0,1.0,2.0,3.0
115331,4.0,4.0,2.0,4.0,1144.0,4.0,3.0,2.0,3.0
115333,2.0,4.0,2.0,4.0,2197.0,4.0,1.0,2.0,3.0
115335,2.0,4.0,2.0,4.0,4394.0,2.0,1.0,2.0,3.0
115336,4.0,4.0,2.0,4.0,333.0,4.0,3.0,2.0,3.0
115338,2.0,2.0,2.0,4.0,1016.0,2.0,1.0,2.0,3.0
115339,2.0,4.0,2.0,4.0,1373.0,4.0,1.0,2.0,1.0
115341,2.0,4.0,2.0,4.0,1700.0,4.0,1.0,2.0,1.0
115346,2.0,4.0,2.0,4.0,350.0,4.0,1.0,2.0,3.0
115347,2.0,4.0,2.0,2.0,12000.0,4.0,1.0,2.0,3.0
115348,2.0,4.0,2.0,4.0,1675.0,4.0,1.0,2.0,3.0
115349,2.0,4.0,2.0,4.0,991.0,4.0,1.0,2.0,3.0
115351,2.0,4.0,2.0,4.0,1325.0,2.0,1.0,2.0,3.0
115353,2.0,4.0,2.0,2.0,1050.0,4.0,1.0,2.0,3.0
115354,2.0,4.0,2.0,4.0,580.0,4.0,1.0,2.0,1.0
115357,2.0,4.0,2.0,2.0,2800.0,4.0,1.0,2.0,1.0
115358,2.0,4.0,2.0,4.0,2600.0,4.0,1.0,2.0,1.0
115359,2.0,2.0,2.0,2.0,3333.0,2.0,1.0,2.0,1.0
115361,2.0,4.0,2.0,4.0,649.0,4.0,1.0,2.0,3.0
115364,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
115365,2.0,2.0,2.0,4.0,1102.0,2.0,1.0,2.0,3.0
115366,2.0,4.0,2.0,4.0,2566.0,4.0,1.0,2.0,1.0
115368,2.0,2.0,2.0,4.0,1666.0,2.0,1.0,2.0,1.0
115371,2.0,4.0,2.0,4.0,1296.0,4.0,1.0,2.0,3.0
115374,2.0,4.0,2.0,4.0,1262.0,4.0,1.0,2.0,3.0
115376,4.0,4.0,2.0,4.0,1350.0,4.0,3.0,2.0,1.0
115377,4.0,4.0,2.0,4.0,700.0,4.0,3.0,2.0,3.0
115378,2.0,4.0,2.0,4.0,866.0,4.0,1.0,2.0,3.0
115379,2.0,4.0,4.0,4.0,1188.0,4.0,1.0,2.0,3.0
115380,2.0,4.0,2.0,4.0,833.0,4.0,1.0,2.0,3.0
115381,2.0,4.0,2.0,4.0,762.0,4.0,1.0,2.0,1.0
115382,2.0,4.0,2.0,4.0,1700.0,4.0,1.0,2.0,1.0
115383,2.0,4.0,2.0,4.0,926.0,4.0,1.0,2.0,3.0
115385,2.0,2.0,2.0,4.0,600.0,2.0,1.0,2.0,1.0
115388,2.0,4.0,2.0,4.0,1512.0,4.0,1.0,2.0,3.0
115389,2.0,4.0,2.0,4.0,788.0,4.0,1.0,2.0,3.0
115391,2.0,4.0,2.0,4.0,197.0,4.0,1.0,2.0,3.0
115394,4.0,4.0,2.0,4.0,1300.0,4.0,3.0,2.0,3.0
115395,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,3.0
115396,2.0,2.0,2.0,4.0,979.0,2.0,1.0,2.0,3.0
115397,2.0,2.0,2.0,4.0,1550.0,2.0,1.0,2.0,1.0
115399,4.0,4.0,2.0,4.0,1433.0,4.0,3.0,2.0,3.0
115402,2.0,4.0,2.0,4.0,1036.0,4.0,1.0,2.0,1.0
115403,2.0,4.0,4.0,4.0,700.0,2.0,1.0,2.0,3.0
115406,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,3.0
115413,2.0,4.0,2.0,4.0,1202.0,4.0,1.0,2.0,3.0
115417,2.0,4.0,4.0,4.0,1200.0,4.0,1.0,2.0,3.0
115419,4.0,2.0,2.0,4.0,525.0,2.0,3.0,2.0,3.0
115422,2.0,4.0,2.0,4.0,1062.0,4.0,1.0,2.0,1.0
115423,2.0,4.0,4.0,4.0,1180.0,4.0,1.0,2.0,1.0
115424,2.0,4.0,2.0,4.0,875.0,4.0,1.0,2.0,3.0
115425,2.0,2.0,2.0,4.0,650.0,2.0,1.0,2.0,1.0
115426,2.0,4.0,2.0,4.0,1094.0,4.0,1.0,2.0,3.0
115428,4.0,4.0,2.0,4.0,933.0,4.0,3.0,2.0,3.0
115429,2.0,2.0,2.0,4.0,800.0,2.0,1.0,2.0,1.0
115430,2.0,4.0,2.0,2.0,1277.0,4.0,1.0,2.0,1.0
115432,2.0,2.0,2.0,2.0,697.0,2.0,1.0,2.0,3.0
115434,2.0,2.0,2.0,2.0,1400.0,2.0,1.0,2.0,1.0
115438,2.0,4.0,2.0,4.0,2990.0,4.0,1.0,2.0,3.0
115440,2.0,4.0,4.0,4.0,4300.0,4.0,1.0,2.0,3.0
115441,2.0,4.0,2.0,4.0,8000.0,4.0,1.0,2.0,1.0
115442,2.0,4.0,2.0,4.0,2802.0,2.0,1.0,2.0,1.0
115443,2.0,2.0,2.0,4.0,11250.0,2.0,1.0,2.0,1.0
115444,2.0,4.0,4.0,4.0,3183.0,4.0,1.0,2.0,1.0
115446,2.0,2.0,2.0,2.0,2250.0,2.0,1.0,2.0,1.0
115447,2.0,2.0,2.0,2.0,3300.0,2.0,1.0,2.0,3.0
115448,2.0,4.0,2.0,4.0,13500.0,4.0,1.0,2.0,1.0
115449,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,3.0
115450,2.0,4.0,2.0,2.0,4500.0,4.0,1.0,2.0,1.0
115452,2.0,2.0,2.0,2.0,2925.0,2.0,1.0,2.0,1.0
115453,2.0,4.0,2.0,4.0,9565.0,4.0,1.0,2.0,1.0
115454,2.0,2.0,2.0,4.0,3666.0,2.0,1.0,2.0,1.0
115457,2.0,4.0,2.0,4.0,1566.0,4.0,1.0,2.0,3.0
115458,2.0,2.0,2.0,2.0,3175.0,2.0,1.0,2.0,3.0
115460,2.0,4.0,2.0,4.0,487.0,4.0,1.0,2.0,1.0
115463,4.0,4.0,2.0,4.0,675.0,4.0,3.0,2.0,3.0
115465,2.0,2.0,2.0,2.0,1048.0,2.0,1.0,2.0,1.0
115467,2.0,2.0,2.0,2.0,3007.0,2.0,1.0,2.0,3.0
115469,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,3.0
115470,2.0,4.0,2.0,4.0,3200.0,2.0,1.0,2.0,1.0
115472,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
115474,2.0,4.0,2.0,4.0,340.0,4.0,1.0,2.0,3.0
115475,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
115476,2.0,4.0,2.0,4.0,2050.0,4.0,1.0,2.0,3.0
115477,2.0,4.0,2.0,4.0,6869.0,4.0,1.0,2.0,1.0
115478,2.0,2.0,2.0,4.0,2066.0,2.0,1.0,2.0,1.0
115480,2.0,2.0,2.0,4.0,12833.0,2.0,1.0,2.0,1.0
115481,2.0,4.0,2.0,2.0,2250.0,2.0,1.0,2.0,1.0
115483,2.0,4.0,2.0,2.0,3175.0,4.0,1.0,2.0,3.0
115484,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
115485,2.0,4.0,2.0,4.0,1166.0,4.0,1.0,2.0,3.0
115487,2.0,4.0,4.0,4.0,7500.0,4.0,1.0,2.0,1.0
115488,2.0,2.0,2.0,2.0,8400.0,2.0,1.0,2.0,1.0
115490,4.0,4.0,2.0,4.0,2088.0,4.0,3.0,2.0,3.0
115491,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
115492,2.0,2.0,2.0,2.0,2375.0,2.0,1.0,2.0,1.0
115493,2.0,4.0,2.0,4.0,1633.0,4.0,1.0,2.0,3.0
115494,2.0,4.0,2.0,2.0,1833.0,4.0,1.0,2.0,3.0
115495,2.0,2.0,2.0,2.0,2500.0,2.0,1.0,2.0,3.0
115497,2.0,2.0,2.0,2.0,1325.0,2.0,1.0,2.0,1.0
115500,2.0,4.0,2.0,4.0,1497.0,4.0,1.0,2.0,3.0
115504,4.0,4.0,2.0,4.0,863.0,4.0,3.0,2.0,3.0
115505,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,1.0
