,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
46915,2.0,4.0,2.0,4.0,1395.0,4.0,1.0,2.0,1.0
46918,2.0,2.0,2.0,4.0,320.0,2.0,1.0,2.0,1.0
46919,2.0,4.0,2.0,4.0,872.0,4.0,1.0,2.0,3.0
46922,2.0,4.0,2.0,4.0,1529.0,4.0,1.0,2.0,3.0
46923,2.0,4.0,4.0,4.0,605.0,4.0,1.0,2.0,3.0
46924,2.0,4.0,2.0,4.0,1670.0,4.0,1.0,2.0,1.0
46926,2.0,4.0,2.0,4.0,1600.0,4.0,1.0,2.0,1.0
46928,4.0,4.0,2.0,4.0,2500.0,2.0,1.0,2.0,1.0
46930,2.0,4.0,2.0,4.0,1593.0,4.0,1.0,2.0,1.0
46931,4.0,2.0,2.0,4.0,1250.0,2.0,3.0,2.0,3.0
46932,2.0,4.0,2.0,4.0,3330.0,4.0,1.0,2.0,3.0
46936,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
46937,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,3.0
46948,2.0,2.0,2.0,2.0,2000.0,2.0,1.0,2.0,1.0
46954,2.0,4.0,4.0,4.0,244.0,4.0,1.0,2.0,3.0
46955,2.0,2.0,2.0,4.0,219.0,2.0,1.0,2.0,3.0
46966,4.0,4.0,2.0,4.0,451.0,4.0,3.0,2.0,3.0
46968,2.0,4.0,2.0,4.0,157.0,4.0,1.0,2.0,3.0
46971,2.0,2.0,2.0,4.0,8000.0,2.0,1.0,2.0,1.0
46974,2.0,2.0,2.0,4.0,4500.0,2.0,1.0,2.0,1.0
46977,4.0,4.0,2.0,4.0,881.0,4.0,3.0,2.0,1.0
46978,4.0,4.0,2.0,4.0,267.0,4.0,3.0,2.0,1.0
46980,4.0,4.0,2.0,4.0,24.0,4.0,3.0,2.0,3.0
46981,2.0,4.0,2.0,4.0,63.0,4.0,1.0,2.0,1.0
46983,2.0,4.0,2.0,4.0,25.0,4.0,1.0,2.0,3.0
46984,4.0,4.0,2.0,4.0,107.0,4.0,3.0,2.0,3.0
46985,4.0,2.0,2.0,4.0,405.0,2.0,3.0,2.0,3.0
46987,2.0,2.0,2.0,4.0,2500.0,2.0,1.0,2.0,1.0
46989,4.0,4.0,2.0,4.0,166.0,2.0,3.0,2.0,3.0
46990,2.0,4.0,2.0,4.0,2450.0,4.0,1.0,2.0,3.0
46991,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
46992,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
46997,2.0,4.0,2.0,4.0,396.0,4.0,1.0,2.0,3.0
46998,2.0,2.0,2.0,4.0,3400.0,2.0,1.0,2.0,1.0
46999,2.0,2.0,2.0,4.0,3333.0,2.0,1.0,2.0,1.0
47000,2.0,2.0,2.0,4.0,547.0,2.0,1.0,2.0,1.0
47001,2.0,4.0,2.0,4.0,4750.0,4.0,1.0,2.0,1.0
47002,2.0,2.0,2.0,4.0,2966.0,2.0,1.0,2.0,1.0
47004,2.0,4.0,2.0,2.0,1194.0,4.0,1.0,2.0,3.0
47005,2.0,4.0,2.0,4.0,1040.0,2.0,1.0,2.0,3.0
47006,4.0,4.0,2.0,4.0,394.0,4.0,3.0,2.0,3.0
47007,2.0,4.0,2.0,4.0,1133.0,4.0,1.0,2.0,1.0
47009,4.0,4.0,2.0,4.0,262.0,4.0,3.0,2.0,1.0
47010,4.0,2.0,2.0,4.0,694.0,2.0,3.0,2.0,3.0
47011,2.0,2.0,2.0,2.0,2000.0,2.0,1.0,2.0,1.0
47012,2.0,4.0,2.0,2.0,500.0,4.0,1.0,2.0,1.0
47013,4.0,4.0,2.0,4.0,288.0,4.0,3.0,2.0,1.0
47014,4.0,4.0,2.0,4.0,200.0,4.0,3.0,2.0,3.0
47015,2.0,4.0,2.0,4.0,524.0,4.0,1.0,2.0,3.0
47016,2.0,4.0,2.0,2.0,394.0,4.0,1.0,2.0,3.0
47017,2.0,4.0,4.0,4.0,52.0,4.0,1.0,4.0,3.0
47018,2.0,4.0,2.0,2.0,1100.0,4.0,1.0,2.0,1.0
47019,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
47020,4.0,4.0,2.0,4.0,37.0,4.0,3.0,2.0,3.0
47022,2.0,4.0,2.0,4.0,535.0,4.0,1.0,2.0,3.0
47024,4.0,4.0,2.0,4.0,118.0,4.0,3.0,2.0,3.0
47025,4.0,4.0,2.0,4.0,725.0,2.0,3.0,2.0,3.0
47027,2.0,4.0,2.0,4.0,596.0,4.0,1.0,2.0,3.0
47028,4.0,4.0,2.0,4.0,383.0,4.0,3.0,2.0,3.0
47029,4.0,4.0,2.0,4.0,220.0,2.0,3.0,2.0,1.0
47030,2.0,4.0,2.0,4.0,379.0,4.0,1.0,2.0,3.0
47031,2.0,2.0,2.0,4.0,850.0,2.0,1.0,2.0,1.0
47035,4.0,4.0,2.0,4.0,355.0,4.0,3.0,2.0,3.0
47036,4.0,4.0,2.0,4.0,644.0,4.0,3.0,2.0,3.0
47039,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,3.0
47044,2.0,2.0,2.0,4.0,519.0,2.0,1.0,2.0,3.0
47045,4.0,2.0,2.0,4.0,762.0,2.0,3.0,2.0,3.0
47047,4.0,4.0,2.0,4.0,525.0,4.0,1.0,2.0,3.0
47049,4.0,4.0,2.0,4.0,105.0,4.0,3.0,2.0,3.0
47050,4.0,4.0,2.0,4.0,474.0,4.0,3.0,2.0,1.0
47051,2.0,2.0,2.0,4.0,4333.0,2.0,1.0,2.0,1.0
47052,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
47055,2.0,2.0,2.0,4.0,8500.0,2.0,1.0,2.0,1.0
47058,2.0,2.0,2.0,2.0,6500.0,2.0,1.0,2.0,1.0
47062,2.0,2.0,2.0,4.0,2500.0,2.0,1.0,2.0,1.0
47064,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
47065,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
47066,2.0,2.0,2.0,4.0,6666.0,2.0,1.0,2.0,1.0
47075,2.0,2.0,2.0,2.0,4787.0,2.0,1.0,2.0,1.0
47078,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
47081,2.0,2.0,2.0,4.0,7500.0,2.0,1.0,2.0,1.0
47082,2.0,2.0,2.0,4.0,6000.0,2.0,1.0,2.0,1.0
47088,2.0,2.0,2.0,4.0,2333.0,2.0,1.0,2.0,1.0
47089,2.0,4.0,2.0,2.0,5000.0,4.0,1.0,2.0,3.0
47091,2.0,2.0,2.0,4.0,3500.0,2.0,1.0,2.0,1.0
47092,2.0,4.0,2.0,4.0,180.0,4.0,1.0,2.0,3.0
47093,2.0,2.0,2.0,4.0,1596.0,2.0,1.0,2.0,1.0
47094,2.0,4.0,2.0,4.0,2325.0,4.0,1.0,2.0,1.0
47095,2.0,4.0,2.0,4.0,8500.0,4.0,1.0,2.0,3.0
47100,2.0,4.0,2.0,2.0,1000.0,4.0,1.0,2.0,1.0
47103,2.0,2.0,2.0,2.0,9333.0,2.0,1.0,2.0,1.0
47107,2.0,4.0,4.0,4.0,2850.0,4.0,1.0,2.0,3.0
47119,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
47120,2.0,4.0,2.0,4.0,2875.0,4.0,1.0,2.0,1.0
47123,2.0,4.0,4.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
47145,2.0,4.0,2.0,4.0,3212.0,4.0,1.0,2.0,1.0
47146,2.0,2.0,2.0,4.0,11700.0,2.0,1.0,2.0,1.0
47148,2.0,2.0,2.0,4.0,450.0,2.0,1.0,2.0,1.0
47150,2.0,4.0,2.0,4.0,375.0,4.0,1.0,2.0,1.0
47154,2.0,4.0,2.0,4.0,2966.0,4.0,1.0,2.0,1.0
47155,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
47157,2.0,2.0,2.0,4.0,1644.0,2.0,1.0,2.0,3.0
47159,2.0,2.0,2.0,4.0,1476.0,2.0,1.0,2.0,1.0
47161,2.0,4.0,2.0,4.0,1550.0,4.0,1.0,2.0,3.0
47176,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
47191,2.0,4.0,2.0,4.0,694.0,4.0,1.0,2.0,3.0
47201,2.0,2.0,4.0,4.0,17000.0,2.0,1.0,2.0,3.0
47203,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
47204,2.0,2.0,2.0,4.0,6000.0,2.0,1.0,2.0,1.0
47205,2.0,4.0,2.0,4.0,13875.0,4.0,1.0,2.0,1.0
47206,4.0,4.0,2.0,4.0,11000.0,4.0,3.0,2.0,1.0
47207,2.0,2.0,2.0,4.0,8100.0,2.0,1.0,2.0,3.0
47208,2.0,2.0,2.0,4.0,7894.0,2.0,1.0,2.0,1.0
47210,4.0,4.0,2.0,4.0,278.0,4.0,3.0,2.0,3.0
47211,2.0,4.0,2.0,4.0,591.0,4.0,1.0,2.0,3.0
47212,2.0,2.0,2.0,4.0,133.0,2.0,1.0,2.0,3.0
47213,4.0,2.0,2.0,4.0,202.0,2.0,3.0,2.0,3.0
47214,2.0,2.0,2.0,4.0,129.0,2.0,1.0,2.0,1.0
47216,2.0,4.0,2.0,4.0,1594.0,4.0,1.0,2.0,3.0
47218,2.0,2.0,2.0,4.0,724.0,2.0,1.0,2.0,1.0
47219,2.0,4.0,2.0,4.0,262.0,4.0,1.0,2.0,3.0
47220,4.0,2.0,2.0,4.0,236.0,2.0,3.0,2.0,3.0
47221,4.0,4.0,2.0,4.0,329.0,4.0,3.0,2.0,3.0
47223,2.0,4.0,2.0,4.0,584.0,4.0,1.0,2.0,3.0
47225,4.0,2.0,2.0,4.0,904.0,2.0,3.0,2.0,3.0
47227,2.0,4.0,2.0,4.0,431.0,4.0,1.0,2.0,1.0
47228,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,3.0
47231,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
47234,2.0,4.0,2.0,4.0,475.0,4.0,1.0,2.0,3.0
47237,2.0,4.0,2.0,4.0,525.0,4.0,1.0,2.0,3.0
47244,4.0,4.0,2.0,4.0,480.0,4.0,3.0,2.0,1.0
47247,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,1.0
47248,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
47250,4.0,2.0,2.0,4.0,1666.0,2.0,3.0,2.0,1.0
47251,2.0,2.0,2.0,4.0,600.0,2.0,1.0,2.0,1.0
47252,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,1.0
47253,2.0,4.0,2.0,4.0,1033.0,4.0,1.0,2.0,1.0
47255,2.0,2.0,2.0,4.0,833.0,2.0,1.0,2.0,1.0
47256,4.0,4.0,2.0,4.0,533.0,4.0,3.0,2.0,3.0
47258,2.0,4.0,2.0,4.0,520.0,4.0,1.0,2.0,3.0
47259,4.0,2.0,2.0,4.0,766.0,2.0,3.0,2.0,3.0
47261,2.0,4.0,2.0,4.0,596.0,4.0,1.0,2.0,3.0
47262,4.0,2.0,2.0,4.0,760.0,2.0,3.0,2.0,3.0
47264,4.0,4.0,2.0,4.0,262.0,4.0,3.0,2.0,1.0
47265,4.0,4.0,2.0,4.0,116.0,4.0,3.0,2.0,3.0
47266,4.0,2.0,4.0,4.0,396.0,2.0,3.0,2.0,3.0
47268,4.0,4.0,2.0,4.0,237.0,4.0,3.0,2.0,3.0
47269,4.0,2.0,2.0,4.0,625.0,2.0,3.0,2.0,1.0
47272,2.0,2.0,2.0,4.0,520.0,2.0,1.0,2.0,3.0
47273,4.0,4.0,2.0,4.0,396.0,4.0,3.0,2.0,3.0
47274,2.0,2.0,2.0,4.0,232.0,2.0,1.0,2.0,3.0
47275,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
47276,2.0,2.0,2.0,4.0,1182.0,2.0,1.0,2.0,3.0
47277,2.0,4.0,2.0,4.0,437.0,4.0,1.0,2.0,3.0
47281,2.0,4.0,2.0,4.0,1033.0,4.0,1.0,2.0,1.0
47283,2.0,4.0,2.0,4.0,437.0,4.0,1.0,2.0,3.0
47285,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,1.0
47287,4.0,4.0,2.0,4.0,1151.0,4.0,3.0,2.0,3.0
47288,2.0,4.0,2.0,4.0,1200.0,4.0,1.0,2.0,3.0
47291,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,1.0
47292,4.0,4.0,2.0,4.0,460.0,4.0,3.0,2.0,3.0
47294,2.0,2.0,2.0,4.0,566.0,2.0,1.0,2.0,3.0
47295,4.0,4.0,2.0,4.0,202.0,4.0,3.0,2.0,3.0
47297,2.0,2.0,2.0,4.0,1000.0,2.0,1.0,2.0,1.0
47298,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,1.0
47299,4.0,4.0,2.0,4.0,407.0,4.0,3.0,2.0,3.0
47300,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,1.0
47301,2.0,2.0,2.0,4.0,675.0,2.0,1.0,2.0,1.0
47302,2.0,4.0,2.0,4.0,472.0,4.0,1.0,2.0,1.0
47303,2.0,4.0,2.0,4.0,497.0,4.0,1.0,2.0,3.0
47304,2.0,4.0,2.0,4.0,517.0,4.0,1.0,2.0,3.0
47305,2.0,2.0,2.0,4.0,700.0,2.0,1.0,2.0,3.0
47306,4.0,4.0,2.0,4.0,533.0,4.0,3.0,2.0,3.0
47307,2.0,2.0,2.0,4.0,300.0,2.0,1.0,2.0,3.0
47310,2.0,4.0,2.0,4.0,817.0,4.0,1.0,2.0,1.0
47311,2.0,2.0,2.0,4.0,970.0,2.0,1.0,2.0,3.0
47312,2.0,4.0,2.0,4.0,1120.0,4.0,1.0,2.0,1.0
47315,2.0,2.0,2.0,4.0,2433.0,2.0,1.0,2.0,3.0
47319,2.0,2.0,2.0,4.0,1400.0,2.0,1.0,2.0,1.0
47320,2.0,4.0,2.0,4.0,3833.0,4.0,1.0,2.0,3.0
47321,2.0,4.0,2.0,4.0,1600.0,4.0,1.0,2.0,3.0
47322,2.0,2.0,2.0,4.0,4200.0,2.0,1.0,2.0,3.0
47323,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
47324,2.0,2.0,2.0,4.0,2150.0,2.0,1.0,2.0,3.0
47325,2.0,2.0,2.0,4.0,1160.0,2.0,1.0,2.0,1.0
47327,2.0,2.0,2.0,4.0,1058.0,2.0,1.0,2.0,1.0
47328,4.0,4.0,2.0,4.0,29.0,2.0,1.0,2.0,3.0
47329,2.0,4.0,2.0,4.0,933.0,4.0,1.0,2.0,1.0
47331,2.0,4.0,2.0,4.0,528.0,4.0,1.0,2.0,3.0
47335,4.0,4.0,2.0,4.0,514.0,4.0,3.0,2.0,1.0
47336,2.0,4.0,2.0,4.0,1015.0,4.0,1.0,2.0,3.0
47338,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
47339,2.0,4.0,2.0,4.0,875.0,2.0,1.0,2.0,3.0
47341,2.0,4.0,2.0,4.0,666.0,4.0,1.0,2.0,3.0
47343,2.0,2.0,2.0,4.0,900.0,2.0,1.0,2.0,1.0
47345,2.0,2.0,2.0,4.0,6220.0,2.0,1.0,2.0,3.0
47347,2.0,2.0,2.0,4.0,3944.0,2.0,1.0,2.0,3.0
47349,2.0,2.0,2.0,4.0,997.0,2.0,1.0,2.0,1.0
47356,4.0,4.0,2.0,4.0,16000.0,4.0,3.0,2.0,1.0
47360,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
47364,4.0,4.0,2.0,4.0,595.0,4.0,3.0,2.0,1.0
47365,2.0,4.0,2.0,4.0,647.0,4.0,1.0,2.0,1.0
47366,2.0,4.0,2.0,4.0,769.0,4.0,1.0,2.0,1.0
47367,4.0,4.0,2.0,4.0,622.0,4.0,3.0,2.0,3.0
47369,4.0,4.0,2.0,4.0,617.0,4.0,3.0,2.0,3.0
47370,4.0,4.0,2.0,4.0,1100.0,4.0,3.0,2.0,3.0
47371,4.0,4.0,2.0,4.0,230.0,4.0,3.0,2.0,3.0
47372,4.0,4.0,2.0,4.0,630.0,4.0,3.0,2.0,1.0
47376,2.0,4.0,2.0,4.0,2200.0,4.0,1.0,2.0,1.0
47377,2.0,4.0,2.0,4.0,533.0,4.0,1.0,2.0,1.0
47379,2.0,4.0,2.0,4.0,480.0,4.0,1.0,2.0,3.0
47382,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,1.0
47387,2.0,4.0,2.0,4.0,180.0,4.0,1.0,2.0,3.0
47392,2.0,2.0,2.0,4.0,50.0,2.0,1.0,2.0,3.0
47393,2.0,2.0,2.0,4.0,1960.0,2.0,1.0,2.0,3.0
47395,2.0,2.0,2.0,4.0,672.0,2.0,1.0,2.0,3.0
47397,2.0,2.0,2.0,4.0,786.0,2.0,1.0,2.0,3.0
47398,4.0,4.0,2.0,4.0,750.0,4.0,3.0,2.0,3.0
47399,2.0,4.0,2.0,4.0,644.0,4.0,1.0,2.0,3.0
47400,4.0,4.0,2.0,4.0,262.0,4.0,3.0,2.0,1.0
47403,4.0,4.0,2.0,4.0,332.0,4.0,3.0,2.0,3.0
47407,4.0,4.0,2.0,4.0,566.0,4.0,3.0,2.0,3.0
47409,4.0,4.0,2.0,4.0,625.0,4.0,3.0,2.0,1.0
47410,2.0,2.0,2.0,4.0,231.0,2.0,1.0,2.0,3.0
47412,4.0,2.0,2.0,4.0,420.0,2.0,3.0,2.0,3.0
47414,4.0,4.0,2.0,4.0,1134.0,4.0,3.0,2.0,3.0
47418,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
47421,2.0,2.0,2.0,4.0,687.0,2.0,1.0,2.0,1.0
47423,2.0,2.0,2.0,4.0,1000.0,2.0,1.0,2.0,3.0
47425,2.0,4.0,2.0,4.0,562.0,4.0,1.0,2.0,3.0
47427,4.0,4.0,2.0,4.0,700.0,4.0,3.0,2.0,1.0
47428,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,3.0
47429,4.0,4.0,2.0,4.0,1394.0,4.0,3.0,2.0,3.0
47430,2.0,2.0,2.0,4.0,1133.0,2.0,1.0,2.0,3.0
47432,2.0,4.0,2.0,4.0,2666.0,4.0,1.0,2.0,1.0
47435,2.0,2.0,2.0,4.0,433.0,2.0,1.0,2.0,3.0
47440,4.0,4.0,2.0,4.0,333.0,4.0,3.0,2.0,3.0
47442,2.0,4.0,2.0,4.0,1233.0,4.0,1.0,2.0,1.0
47444,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
47445,2.0,4.0,2.0,4.0,5000.0,2.0,1.0,2.0,1.0
47446,2.0,4.0,2.0,4.0,2933.0,4.0,1.0,2.0,1.0
47447,2.0,2.0,2.0,4.0,1750.0,2.0,1.0,2.0,1.0
47448,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
47452,2.0,4.0,2.0,4.0,8525.0,4.0,1.0,2.0,1.0
47455,2.0,2.0,2.0,4.0,7000.0,2.0,1.0,2.0,1.0
47456,2.0,2.0,2.0,4.0,6250.0,2.0,1.0,2.0,1.0
47468,2.0,2.0,2.0,4.0,3088.0,2.0,1.0,2.0,1.0
47470,2.0,2.0,2.0,2.0,5900.0,2.0,1.0,2.0,1.0
47474,2.0,2.0,2.0,4.0,10100.0,2.0,1.0,2.0,1.0
47475,2.0,4.0,2.0,4.0,1325.0,4.0,1.0,2.0,3.0
47478,4.0,4.0,2.0,4.0,900.0,4.0,3.0,2.0,3.0
47479,2.0,2.0,2.0,2.0,2700.0,2.0,1.0,2.0,3.0
47482,2.0,4.0,2.0,4.0,7500.0,4.0,1.0,2.0,1.0
47484,2.0,4.0,4.0,4.0,16000.0,4.0,1.0,2.0,1.0
47487,2.0,2.0,2.0,2.0,800.0,2.0,1.0,2.0,1.0
47492,2.0,2.0,2.0,4.0,3000.0,2.0,1.0,2.0,1.0
47493,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
47494,2.0,2.0,2.0,4.0,3822.0,2.0,1.0,2.0,1.0
47495,2.0,2.0,2.0,2.0,4000.0,2.0,1.0,2.0,1.0
47498,2.0,2.0,2.0,4.0,999999999999.0,2.0,1.0,2.0,1.0
47499,2.0,2.0,2.0,4.0,6500.0,2.0,1.0,2.0,1.0
47500,2.0,4.0,2.0,4.0,5666.0,4.0,1.0,2.0,1.0
47505,4.0,4.0,2.0,4.0,612.0,4.0,3.0,2.0,1.0
47506,2.0,4.0,2.0,4.0,283.0,4.0,1.0,2.0,3.0
47508,4.0,4.0,2.0,4.0,1200.0,4.0,3.0,2.0,3.0
47509,2.0,2.0,2.0,4.0,475.0,2.0,1.0,2.0,1.0
47510,4.0,4.0,2.0,4.0,5500.0,4.0,3.0,2.0,3.0
47513,4.0,2.0,2.0,2.0,533.0,2.0,3.0,2.0,3.0
47514,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
47516,4.0,2.0,2.0,4.0,875.0,2.0,3.0,2.0,3.0
47517,2.0,4.0,2.0,4.0,450.0,4.0,1.0,2.0,3.0
47519,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,3.0
47520,2.0,2.0,2.0,4.0,450.0,2.0,1.0,2.0,3.0
47521,2.0,4.0,2.0,4.0,1300.0,4.0,1.0,2.0,3.0
47523,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,3.0
47524,2.0,4.0,2.0,4.0,644.0,4.0,1.0,2.0,1.0
47525,4.0,4.0,2.0,4.0,625.0,4.0,3.0,2.0,3.0
47527,2.0,2.0,2.0,2.0,1066.0,2.0,1.0,2.0,3.0
47529,2.0,4.0,2.0,4.0,440.0,4.0,1.0,2.0,3.0
47530,2.0,4.0,2.0,4.0,562.0,4.0,1.0,2.0,3.0
47533,2.0,4.0,2.0,4.0,1322.0,4.0,1.0,2.0,3.0
47534,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
47535,2.0,4.0,2.0,4.0,333.0,4.0,1.0,2.0,3.0
47538,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,1.0
47539,2.0,2.0,2.0,4.0,3725.0,2.0,1.0,2.0,1.0
47541,2.0,4.0,2.0,4.0,1462.0,4.0,1.0,2.0,1.0
47542,2.0,4.0,4.0,4.0,28000.0,4.0,1.0,2.0,3.0
47543,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
47545,2.0,2.0,2.0,4.0,2090.0,2.0,1.0,2.0,1.0
47549,2.0,2.0,2.0,4.0,8000.0,2.0,1.0,2.0,1.0
47553,2.0,4.0,2.0,4.0,788.0,4.0,1.0,2.0,3.0
47554,2.0,4.0,2.0,4.0,425.0,4.0,1.0,2.0,1.0
47556,2.0,2.0,2.0,4.0,570.0,2.0,1.0,2.0,3.0
47562,2.0,2.0,2.0,4.0,2500.0,2.0,1.0,2.0,3.0
47565,2.0,4.0,2.0,4.0,283.0,4.0,1.0,2.0,3.0
47566,4.0,4.0,2.0,4.0,690.0,4.0,3.0,2.0,3.0
47572,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,3.0
47573,4.0,2.0,2.0,4.0,417.0,2.0,3.0,2.0,3.0
47575,2.0,4.0,2.0,2.0,675.0,4.0,1.0,2.0,3.0
47577,2.0,4.0,4.0,4.0,1269.0,4.0,1.0,2.0,3.0
47579,2.0,4.0,4.0,4.0,287.0,4.0,1.0,2.0,3.0
47581,4.0,4.0,2.0,4.0,921.0,4.0,3.0,2.0,3.0
47582,2.0,2.0,2.0,4.0,1005.0,2.0,1.0,2.0,3.0
47586,2.0,4.0,4.0,4.0,300.0,4.0,1.0,2.0,3.0
47588,4.0,4.0,2.0,4.0,324.0,4.0,3.0,2.0,3.0
47589,4.0,4.0,2.0,4.0,619.0,4.0,1.0,2.0,3.0
47594,2.0,4.0,2.0,4.0,348.0,4.0,1.0,2.0,3.0
47597,2.0,4.0,2.0,4.0,417.0,4.0,1.0,2.0,3.0
47601,2.0,4.0,2.0,4.0,351.0,4.0,1.0,2.0,3.0
47602,2.0,4.0,2.0,4.0,672.0,4.0,1.0,2.0,3.0
47603,2.0,4.0,2.0,4.0,788.0,4.0,1.0,2.0,3.0
47607,2.0,4.0,2.0,4.0,1125.0,4.0,1.0,2.0,3.0
47608,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
47611,4.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
47622,4.0,4.0,2.0,4.0,670.0,4.0,3.0,2.0,3.0
47627,2.0,4.0,2.0,4.0,2625.0,2.0,1.0,2.0,3.0
47630,4.0,2.0,2.0,4.0,417.0,2.0,3.0,2.0,3.0
47631,4.0,2.0,4.0,4.0,300.0,2.0,3.0,2.0,3.0
47635,2.0,4.0,2.0,4.0,97.0,4.0,1.0,2.0,3.0
47636,4.0,4.0,2.0,4.0,1000.0,2.0,3.0,2.0,3.0
47637,2.0,4.0,4.0,4.0,315.0,4.0,1.0,2.0,3.0
47639,2.0,2.0,2.0,4.0,971.0,2.0,1.0,2.0,3.0
47650,2.0,4.0,2.0,4.0,999999999999.0,4.0,1.0,2.0,3.0
47652,2.0,2.0,2.0,4.0,567.0,2.0,1.0,2.0,3.0
47657,2.0,4.0,4.0,4.0,1192.0,4.0,1.0,2.0,3.0
47660,2.0,2.0,2.0,4.0,213.0,2.0,1.0,2.0,1.0
47663,2.0,2.0,2.0,4.0,1902.0,2.0,1.0,2.0,1.0
47677,2.0,4.0,4.0,4.0,525.0,4.0,1.0,2.0,3.0
47688,4.0,4.0,2.0,4.0,1529.0,4.0,3.0,2.0,3.0
47690,2.0,4.0,2.0,4.0,619.0,4.0,1.0,2.0,3.0
47692,2.0,4.0,2.0,2.0,947.0,4.0,1.0,2.0,1.0
47694,4.0,4.0,2.0,4.0,999999999999.0,4.0,3.0,2.0,3.0
47700,2.0,2.0,2.0,4.0,2700.0,2.0,1.0,2.0,3.0
47701,4.0,4.0,2.0,4.0,571.0,4.0,3.0,2.0,3.0
47703,2.0,4.0,2.0,4.0,1072.0,4.0,1.0,2.0,3.0
47704,2.0,4.0,2.0,4.0,414.0,4.0,1.0,2.0,3.0
47705,2.0,4.0,2.0,4.0,319.0,4.0,1.0,2.0,3.0
47707,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
47708,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
47709,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,3.0
47715,2.0,4.0,2.0,4.0,599.0,4.0,1.0,2.0,3.0
47716,2.0,2.0,2.0,4.0,680.0,2.0,1.0,2.0,3.0
47723,4.0,4.0,2.0,4.0,361.0,4.0,3.0,2.0,3.0
47727,4.0,4.0,2.0,4.0,645.0,4.0,3.0,2.0,3.0
47729,2.0,4.0,4.0,4.0,1275.0,4.0,1.0,2.0,3.0
47731,2.0,4.0,2.0,4.0,572.0,4.0,1.0,2.0,3.0
47734,2.0,4.0,2.0,4.0,1035.0,4.0,1.0,2.0,1.0
47735,2.0,4.0,2.0,4.0,2366.0,2.0,1.0,2.0,3.0
47736,4.0,4.0,2.0,4.0,565.0,4.0,3.0,2.0,3.0
47739,4.0,4.0,2.0,4.0,900.0,4.0,3.0,2.0,3.0
47740,4.0,4.0,2.0,4.0,2500.0,2.0,3.0,2.0,3.0
